"County, State",County Name,State,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Eagle, Colorado",Eagle,Colorado,28.9211263,50,170
"Douglas, Colorado",Douglas,Colorado,36.41757326,521,1817
"Denver, Colorado",Denver,Colorado,35.74451416,1022,3719
"Delta, Colorado",Delta,Colorado,31.31665369,37,98
"Crowley, Colorado",Crowley,Colorado,43.32004852,10,21
"Costilla, Colorado",Costilla,Colorado,29.1658565,6,31
"Conejos, Colorado",Conejos,Colorado,43.04407714,10,34
"Clear Creek, Colorado",Clear Creek,Colorado,25.42067111,31,115
"Chaffee, Colorado",Chaffee,Colorado,25.53626149,20,82
"Broomfield, Colorado",Broomfield,Colorado,40.27031449,128,430
"Boulder, Colorado",Boulder,Colorado,33.90050246,387,1520
"Bent, Colorado",Bent,Colorado,36.6927593,9,25
"Baca, Colorado",Baca,Colorado,49.92867332,7,16
"Archuleta, Colorado",Archuleta,Colorado,37.73015394,20,45
"Arapahoe, Colorado",Arapahoe,Colorado,50.61444354,1217,3728
"Alamosa, Colorado",Alamosa,Colorado,53.01423811,35,120
"Adams, Colorado",Adams,Colorado,43.02774688,930,2681
"Yuba, California",Yuba,California,34.3899702,114,326
"Yolo, California",Yolo,California,31.53608139,276,1031
"Ventura, California",Ventura,California,30.18177045,1030,3305
"Tuolumne, California",Tuolumne,California,34.01969561,76,223
"Tulare, California",Tulare,California,35.82486246,716,2144
"Trinity, California",Trinity,California,12.67828843,8,21
"Tehama, California",Tehama,California,40.8827887,117,273
"Sutter, California",Sutter,California,32.73912249,129,367
"Stanislaus, California",Stanislaus,California,34.10782392,758,2157
"Sonoma, California",Sonoma,California,26.48058919,490,1648
"Solano, California",Solano,California,33.51318185,603,1921
"Siskiyou, California",Siskiyou,California,27.22995991,47,159
"Shasta, California",Shasta,California,37.18336712,259,734
"Santa Cruz, California",Santa Cruz,California,25.99316651,297,1056
"Santa Clara, California",Santa Clara,California,27.17126758,2110,8038
"Santa Barbara, California",Santa Barbara,California,29.41229299,524,1699
"San Mateo, California",San Mateo,California,25.31631599,734,2879
"San Luis Obispo, California",San Luis Obispo,California,25.65047435,284,980
"San Joaquin, California",San Joaquin,California,35.7411887,1078,3008
"San Francisco, California",San Francisco,California,21.29757143,725,3315
"San Diego, California",San Diego,California,32.85152106,4367,16597
"San Bernardino, California",San Bernardino,California,38.90492699,3381,9676
"San Benito, California",San Benito,California,29.52206176,74,245
"Sacramento, California",Sacramento,California,33.65831746,2128,6786
"Riverside, California",Riverside,California,37.12915027,3614,10395
"Plumas, California",Plumas,California,24.73886751,18,61
"Placer, California",Placer,California,31.70314154,520,1644
"Orange, California",Orange,California,29.5219212,3717,12990
"Nevada, California",Nevada,California,29.1796641,113,336
"Napa, California",Napa,California,28.29676423,148,490
"Monterey, California",Monterey,California,26.69399761,461,1585
"Mono, California",Mono,California,37.79860901,40,106
"Modoc, California",Modoc,California,45.45454546,17,32
"Merced, California",Merced,California,33.82334043,379,1085
"Mendocino, California",Mendocino,California,25.83070446,94,322
"Mariposa, California",Mariposa,California,41.8500837,27,63
"Marin, California",Marin,California,24.64743087,289,1017
"Madera, California",Madera,California,29.85768883,190,530
"Los Angeles, California",Los Angeles,California,31.94140638,12693,44599
"Lassen, California",Lassen,California,32.8400035,45,101
"Lake, California",Lake,California,42.99952958,117,270
"Kings, California",Kings,California,33.5235755,203,689
"Kern, California",Kern,California,37.59273059,1352,3640
"Inyo, California",Inyo,California,45.90525156,10,29
"Imperial, California",Imperial,California,26.85330913,187,619
"Humboldt, California",Humboldt,California,39.7858531,217,621
"Glenn, California",Glenn,California,27.73668639,33,107
"Fresno, California",Fresno,California,32.291102,1270,4053
"El Dorado, California",El Dorado,California,30.12079613,231,680
"Del Norte, California",Del Norte,California,36.41395383,40,106
"Contra Costa, California",Contra Costa,California,27.31431612,1277,4315
"Colusa, California",Colusa,California,20.99860009,18,61
"Calaveras, California",Calaveras,California,27.24827234,47,150
"Butte, California",Butte,California,42.89571887,366,965
"Amador, California",Amador,California,34.47511635,56,148
"Alpine, California",Alpine,California,50.91649695,8,16
"Alameda, California",Alameda,California,25.81398821,1736,6836
"Yell, Arkansas",Yell,Arkansas,38.43012922,32,79
"Woodruff, Arkansas",Woodruff,Arkansas,23.4705054,6,19
"White, Arkansas",White,Arkansas,38.01811872,117,316
"Washington, Arkansas",Washington,Arkansas,47.35743541,481,1484
"Van Buren, Arkansas",Van Buren,Arkansas,25.85315409,17,47
"Union, Arkansas",Union,Arkansas,34.42560245,54,140
"Stone, Arkansas",Stone,Arkansas,40.90077952,17,46
"St. Francis, Arkansas",St. Francis,Arkansas,17.93721973,16,61
"Sharp, Arkansas",Sharp,Arkansas,33.70786517,27,58
"Sevier, Arkansas",Sevier,Arkansas,42.2323719,27,74
"Sebastian, Arkansas",Sebastian,Arkansas,43.66521508,223,576
"Searcy, Arkansas",Searcy,Arkansas,42.77159966,14,37
"Scott, Arkansas",Scott,Arkansas,43.13000616,14,31
"Saline, Arkansas",Saline,Arkansas,37.88030625,189,526
"Randolph, Arkansas",Randolph,Arkansas,45.83614783,38,78
"Pulaski, Arkansas",Pulaski,Arkansas,35.92257628,561,1688
"Prairie, Arkansas",Prairie,Arkansas,27.72771385,8,22
"Pope, Arkansas",Pope,Arkansas,46.4460993,120,299
"Polk, Arkansas",Polk,Arkansas,44.91094801,35,77
"Poinsett, Arkansas",Poinsett,Arkansas,36.36674796,34,95
"Pike, Arkansas",Pike,Arkansas,48.62236629,18,44
"Phillips, Arkansas",Phillips,Arkansas,21.09068997,14,46
"Perry, Arkansas",Perry,Arkansas,35.65655605,15,38
"Ouachita, Arkansas",Ouachita,Arkansas,41.05622542,38,90
"Newton, Arkansas",Newton,Arkansas,27.76620852,8,24
"Nevada, Arkansas",Nevada,Arkansas,29.45681631,10,25
"Montgomery, Arkansas",Montgomery,Arkansas,31.09452736,9,18
"Monroe, Arkansas",Monroe,Arkansas,21.65439584,6,32
"Mississippi, Arkansas",Mississippi,Arkansas,41.23865937,66,156
"Miller, Arkansas",Miller,Arkansas,46.85816035,80,187
"Marion, Arkansas",Marion,Arkansas,40.74865108,29,67
"Madison, Arkansas",Madison,Arkansas,40.2001072,36,86
"Lonoke, Arkansas",Lonoke,Arkansas,41.10310457,128,344
"Logan, Arkansas",Logan,Arkansas,35.87926627,32,81
"Little River, Arkansas",Little River,Arkansas,56.13772455,27,67
"Lincoln, Arkansas",Lincoln,Arkansas,20.7045053,15,34
"Lawrence, Arkansas",Lawrence,Arkansas,33.9169197,21,46
"Johnson, Arkansas",Johnson,Arkansas,49.92212149,50,119
"Jefferson, Arkansas",Jefferson,Arkansas,37.5464684,101,314
"Jackson, Arkansas",Jackson,Arkansas,41.41358366,30,67
"Izard, Arkansas",Izard,Arkansas,61.18881119,28,52
"Independence, Arkansas",Independence,Arkansas,38.58769053,56,149
"Howard, Arkansas",Howard,Arkansas,37.05272073,21,60
"Hot Spring, Arkansas",Hot Spring,Arkansas,33.0961443,40,101
"Hempstead, Arkansas",Hempstead,Arkansas,22.91105121,17,50
"Greene, Arkansas",Greene,Arkansas,46.95255556,84,210
"Grant, Arkansas",Grant,Arkansas,36.60322108,23,90
"Garland, Arkansas",Garland,Arkansas,39.30017939,170,410
"Fulton, Arkansas",Fulton,Arkansas,25.76353757,11,32
"Franklin, Arkansas",Franklin,Arkansas,30.84369365,26,75
"Faulkner, Arkansas",Faulkner,Arkansas,47.37826809,235,657
"Drew, Arkansas",Drew,Arkansas,42.76162339,33,82
"Desha, Arkansas",Desha,Arkansas,100.312082,27,53
"Dallas, Arkansas",Dallas,Arkansas,15.58603491,5,25
"Cross, Arkansas",Cross,Arkansas,48.57021432,32,75
"Crittenden, Arkansas",Crittenden,Arkansas,26.96761851,53,173
"Crawford, Arkansas",Crawford,Arkansas,48.89573525,113,285
"Craighead, Arkansas",Craighead,Arkansas,43.324073,194,554
"Conway, Arkansas",Conway,Arkansas,59.47147955,46,95
"Columbia, Arkansas",Columbia,Arkansas,37.44213488,33,77
"Cleveland, Arkansas",Cleveland,Arkansas,35.69388921,10,28
"Cleburne, Arkansas",Cleburne,Arkansas,33.33602715,33,68
"Clay, Arkansas",Clay,Arkansas,46.31217839,27,68
"Clark, Arkansas",Clark,Arkansas,25.50695064,24,74
"Chicot, Arkansas",Chicot,Arkansas,28.84985255,9,16
"Carroll, Arkansas",Carroll,Arkansas,35.43402358,41,125
"Calhoun, Arkansas",Calhoun,Arkansas,77.26889576,11,20
"Bradley, Arkansas",Bradley,Arkansas,20.62517188,9,36
"Boone, Arkansas",Boone,Arkansas,59.00202293,84,162
"Benton, Arkansas",Benton,Arkansas,45.13998857,496,1425
"Baxter, Arkansas",Baxter,Arkansas,35.74427524,63,161
"Ashley, Arkansas",Ashley,Arkansas,30.03238274,23,52
"Arkansas, Arkansas",Arkansas,Arkansas,35.94639673,25,55
"Yuma, Arizona",Yuma,Arizona,35.32338064,288,869
"Yavapai, Arizona",Yavapai,Arizona,32.57560254,312,904
"Santa Cruz, Arizona",Santa Cruz,Arizona,23.29674881,45,145
"Pinal, Arizona",Pinal,Arizona,36.3909427,756,2203
"Pima, Arizona",Pima,Arizona,37.01913129,1510,4720
"Navajo, Arizona",Navajo,Arizona,31.38324913,121,395
"Mohave, Arizona",Mohave,Arizona,38.02236885,325,800
"McKinley, Arizona",McKinley,Arizona,78.04370448,9,31
"Maricopa, Arizona",Maricopa,Arizona,40.10968542,7007,21130
"La Paz, Arizona",La Paz,Arizona,32.97164439,22,65
"Greenlee, Arizona",Greenlee,Arizona,42.18074449,16,31
"Graham, Arizona",Graham,Arizona,50.27598306,94,223
"Gila, Arizona",Gila,Arizona,30.88402431,75,216
"Coconino, Arizona",Coconino,Arizona,49.9040041,288,908
"Cochise, Arizona",Cochise,Arizona,33.56016345,159,485
"Apache, Arizona",Apache,Arizona,24.40086492,65,273
"Yukon-Koyukuk, Alaska",Yukon-Koyukuk,Alaska,51.20109229,48,148
"Wrangell, Alaska",Wrangell,Alaska,70.29053421,6,13
"Southeast Fairbanks, Alaska",Southeast Fairbanks,Alaska,28.40909091,8,24
"Sitka, Alaska",Sitka,Alaska,17.73678609,6,35
"Northwest Arctic, Alaska",Northwest Arctic,Alaska,22.78052591,7,22
"North Slope, Alaska",North Slope,Alaska,13.94052045,6,15
"Matanuska-Susitna, Alaska",Matanuska-Susitna,Alaska,37.46161908,163,430
"Kusilvak, Alaska",Kusilvak,Alaska,18.05923429,6,26
"Kodiak Island, Alaska",Kodiak Island,Alaska,38.27018752,20,62
"Ketchikan Gateway, Alaska",Ketchikan Gateway,Alaska,46.718896,26,81
"Kenai Peninsula, Alaska",Kenai Peninsula,Alaska,39.25044315,93,264
"Juneau, Alaska",Juneau,Alaska,43.61098997,56,183
"Fairbanks North Star, Alaska",Fairbanks North Star,Alaska,42.78798871,134,432
"Dillingham, Alaska",Dillingham,Alaska,25.75195715,5,12
"Copper River, Alaska",Copper River,Alaska,50.7717303,5,13
"Chugach, Alaska",Chugach,Alaska,50,14,36
"Bethel, Alaska",Bethel,Alaska,41.77780634,52,140
"Anchorage, Alaska",Anchorage,Alaska,48.90837232,544,1681
"Aleutians West, Alaska",Aleutians West,Alaska,54.60683082,11,25
"Aleutians East, Alaska",Aleutians East,Alaska,36.68916936,5,9
"Winston, Alabama",Winston,Alabama,41.48453942,41,82
"Washington, Alabama",Washington,Alabama,24.14214897,15,42
"Walker, Alabama",Walker,Alabama,39.1204085,95,250
"Tuscaloosa, Alabama",Tuscaloosa,Alabama,31.47383922,277,858
"Tallapoosa, Alabama",Tallapoosa,Alabama,29.33370583,42,115
"Talladega, Alabama",Talladega,Alabama,31.15359022,103,259
"Sumter, Alabama",Sumter,Alabama,39.90255376,19,36
"St. Clair, Alabama",St. Clair,Alabama,47.61158589,158,448
"Shelby, Alabama",Shelby,Alabama,48.76765231,493,1542
"Russell, Alabama",Russell,Alabama,31.90149481,77,194
"Randolph, Alabama",Randolph,Alabama,29.72923527,26,72
"Pike, Alabama",Pike,Alabama,29.0302481,41,126
"Pickens, Alabama",Pickens,Alabama,14.34907383,11,41
"Morgan, Alabama",Morgan,Alabama,38.79571286,182,454
"Montgomery, Alabama",Montgomery,Alabama,29.79368152,269,912
"Monroe, Alabama",Monroe,Alabama,9.295654945,7,37
"Mobile, Alabama",Mobile,Alabama,38.69100075,641,1724
"Marshall, Alabama",Marshall,Alabama,40.43544373,167,440
"Marion, Alabama",Marion,Alabama,41.55782475,35,83
"Marengo, Alabama",Marengo,Alabama,17.2048703,13,64
"Madison, Alabama",Madison,Alabama,38.49378764,606,1885
"Macon, Alabama",Macon,Alabama,23.74670185,18,44
"Lowndes, Alabama",Lowndes,Alabama,17.80344991,9,45
"Limestone, Alabama",Limestone,Alabama,38.46153846,154,431
"Lee, Alabama",Lee,Alabama,36.54357672,244,710
"Lawrence, Alabama",Lawrence,Alabama,42.53036013,65,151
"Lauderdale, Alabama",Lauderdale,Alabama,40.90227786,155,393
"Lamar, Alabama",Lamar,Alabama,47.26241547,26,46
"Jefferson, Alabama",Jefferson,Alabama,33.53747016,906,2918
"Jackson, Alabama",Jackson,Alabama,43.06553291,94,226
"Houston, Alabama",Houston,Alabama,28.36312236,122,387
"Henry, Alabama",Henry,Alabama,35.72484478,29,67
"Hale, Alabama",Hale,Alabama,17.70329281,12,42
"Greene, Alabama",Greene,Alabama,21.1744777,6,16
"Geneva, Alabama",Geneva,Alabama,28.93302471,31,76
"Franklin, Alabama",Franklin,Alabama,33.91930156,46,105
"Fayette, Alabama",Fayette,Alabama,45.64075163,41,98
"Etowah, Alabama",Etowah,Alabama,43.01316577,184,470
"Escambia, Alabama",Escambia,Alabama,27.12158607,40,120
"Elmore, Alabama",Elmore,Alabama,36.03497795,135,366
"DeKalb, Alabama",DeKalb,Alabama,34.05028092,96,245
"Dallas, Alabama",Dallas,Alabama,24.9383105,38,102
"Dale, Alabama",Dale,Alabama,31.53224172,56,132
"Cullman, Alabama",Cullman,Alabama,36.5760267,128,321
"Crenshaw, Alabama",Crenshaw,Alabama,28.53648594,14,42
"Covington, Alabama",Covington,Alabama,34.71865035,54,152
"Coosa, Alabama",Coosa,Alabama,18.85191818,8,20
"Conecuh, Alabama",Conecuh,Alabama,18.69019139,10,30
"Colbert, Alabama",Colbert,Alabama,54.2068034,122,272
"Coffee, Alabama",Coffee,Alabama,43.54755022,94,244
"Cleburne, Alabama",Cleburne,Alabama,39.75048924,26,62
"Clay, Alabama",Clay,Alabama,27.58077226,14,50
"Clarke, Alabama",Clarke,Alabama,26.97207353,26,58
"Choctaw, Alabama",Choctaw,Alabama,18.0606839,9,26
"Chilton, Alabama",Chilton,Alabama,31.36989938,52,156
"Cherokee, Alabama",Cherokee,Alabama,43.74717152,58,138
"Chambers, Alabama",Chambers,Alabama,33.24222501,54,128
"Calhoun, Alabama",Calhoun,Alabama,43.61908474,188,525
"Butler, Alabama",Butler,Alabama,23.5211102,16,43
"Bullock, Alabama",Bullock,Alabama,40.92131416,14,28
"Blount, Alabama",Blount,Alabama,46.71026291,84,220
"Bibb, Alabama",Bibb,Alabama,28.38799843,26,64
"Barbour, Alabama",Barbour,Alabama,14.27375152,15,59
"Baldwin, Alabama",Baldwin,Alabama,38.14405596,356,999
"Autauga, Alabama",Autauga,Alabama,31.8460223,73,247
